,Id,Retweets#,Favorites#,Mentions#,SenderId,SenderAccountYears,SenderFavorites#,SenderFollowings#,SenderFollowers#,SenderStatues#,Words#,TWords#,UWords#,SlangWords#,AvgWordLength,IsCyberbullying_encode
572,1158358995876425728,3.0,21,0,376724421,8,67,3,3.0,8374,32,23,1,0,6.0,0
574,1158364599340666880,4.0,5,0,296210843,8,4835,453,4.0,9534,8,7,0,1,8.0,0
577,1158378321438228480,0.0,0,1,385629926,8,6902,354,0.0,6341,1,0,0,0,12.0,0
578,1158378328245571584,0.0,1,0,376425376,8,12976,297,0.0,1680,13,2,0,0,4.0,0
579,1158378345853345792,0.0,0,0,302614596,8,4866,81,0.0,5893,8,6,0,0,7.0,0
580,1158379405992964096,6.0,7,0,359275504,8,3903,442,6.0,8523,16,4,0,0,8.0,0
582,1158381948336791552,0.0,0,1,433678954,8,17530,354,0.0,8255,4,1,0,0,6.0,0
583,1158381950312361984,0.0,0,0,313893730,8,18818,276,0.0,21984,11,0,0,0,7.0,0
584,1158385703736229888,0.0,0,0,379248349,8,21509,144,0.0,8573,23,1,0,1,5.0,0
585,1158385728918872064,0.0,0,1,356265563,8,4334,419,0.0,157,12,0,0,0,3.0,0
586,1158386028622811136,5.0,18,0,238122440,8,19079,713,5.0,24802,19,7,0,0,6.0,0
588,1158389502743928832,0.0,0,1,340332898,8,23131,150,0.0,24630,5,1,0,0,5.0,0
589,1158389503389786112,0.0,0,0,429951956,8,51,0,0.0,11909,9,2,0,0,4.0,0
590,1158393274454986752,0.0,0,0,296277295,8,10112,1231,0.0,4305,9,1,0,0,6.0,0
591,1158393281442713600,0.0,0,15,416277987,8,5764,1173,0.0,3713,2,1,0,0,6.0,0
592,1158393472522620928,9.0,35,0,283709733,8,2793,206,9.0,6513,32,10,0,0,6.0,0
593,1158394903111639040,12.0,92,0,350791614,8,6699,969,12.0,846,35,4,0,0,6.0,0
594,1158397054193995776,0.0,0,1,285615492,8,9846,527,0.0,3367,5,1,0,0,4.0,0
595,1158397055146102784,0.0,0,0,245615364,8,39,211,0.0,5681,7,4,1,0,3.0,0
596,1158397056026906624,0.0,0,0,255745227,8,4219,174,0.0,7052,23,2,0,0,7.0,0
598,1158400706367369216,2.0,4,0,326682791,8,826,593,2.0,1301,6,2,0,0,7.0,0
599,1158400800177184768,0.0,0,2,368524561,8,2241,761,0.0,1164,17,1,0,0,4.0,0
600,1158425897738936320,9.0,43,0,423805915,8,27209,955,9.0,37910,46,12,0,0,4.0,0
602,1158427249504411648,0.0,0,1,359331216,8,28857,1463,0.0,13126,8,4,1,0,3.0,0
603,1158430907826606080,1.0,0,0,284506916,8,1918,250,1.0,4118,11,3,0,0,7.0,0
604,1158431017667112960,0.0,0,1,317905351,8,25,66,0.0,180,41,0,0,0,5.0,0
606,1158431028077387776,0.0,0,1,387657812,8,8283,258,0.0,2790,4,1,0,0,5.0,0
607,1158431031025983488,0.0,0,2,331897020,8,929,142,0.0,2463,5,1,0,0,3.0,0
609,1158434804762890240,0.0,0,1,390270261,8,871,290,0.0,466,6,1,0,0,4.0,0
611,1158438583839203328,0.0,0,0,325113418,8,7863,320,0.0,3322,16,3,0,0,4.0,0
613,1158465002619252736,0.0,0,0,239430820,8,32316,203,0.0,32591,37,0,0,1,5.0,0
615,1158536658754703360,0.0,0,0,375133863,8,9946,1122,0.0,49469,36,7,0,2,6.0,1
616,1158581982948990976,0.0,0,1,375849874,8,2319,27,0.0,732,39,3,0,1,5.0,1
617,1158631071388491776,0.0,0,1,242496940,8,3310,289,0.0,1381,28,5,0,1,4.0,1
619,1158695263629991936,0.0,0,1,341124249,8,132,340,0.0,273,11,1,0,1,5.0,1
620,1158706593313296384,0.0,0,1,313885434,8,610,325,0.0,1327,10,1,0,2,7.0,1
621,1158735313142976512,0.0,0,1,288799443,8,2521,498,0.0,39339,3,1,0,1,4.0,1
622,1158744166580523008,0.0,0,1,302631744,8,51980,876,0.0,70911,37,4,0,1,6.0,1
624,1158785853487009792,0.0,0,2,317277557,8,12169,95,0.0,5221,9,1,1,1,3.0,1
627,1158838710252769280,0.0,0,0,335203534,8,11990,204,0.0,41478,8,1,0,1,7.0,1
628,1158842492164476928,0.0,0,0,354258699,8,17519,330,0.0,3691,18,4,0,1,5.0,0
630,1158910362693115904,0.0,0,1,324896064,8,2643,226,0.0,2656,4,1,0,1,4.0,1
631,1158925353269829632,0.0,1,0,429258217,8,2115,480,0.0,626,31,3,0,1,6.0,1
632,1158967183793434624,1.0,16,0,288714694,8,86850,245,1.0,90927,42,4,0,1,5.0,1
633,1158997261445214208,0.0,0,2,382391203,8,1151,58,0.0,125,15,2,0,1,5.0,1
635,1159046324035215360,0.0,0,1,433621072,8,204648,632,0.0,9910,13,0,0,1,6.0,0
636,1159050107599446016,0.0,1,0,335794695,8,106,10,0.0,84,43,38,4,5,5.0,1
638,1159129370700783616,0.0,0,0,293637940,8,405,135,0.0,3367,2,1,0,1,7.0,0
639,1159129381241073664,0.0,0,1,404389747,8,23727,531,0.0,26021,9,1,0,1,4.0,1
640,1159140709590589440,0.0,0,0,293997587,8,1499,306,0.0,2944,11,0,0,1,5.0,1
641,1159189775204704256,0.0,0,0,233668695,8,1576,170,0.0,1105,38,3,0,0,5.0,0
642,1159189780275576832,0.0,0,1,363496523,8,16090,171,0.0,11991,41,4,0,0,5.0,0
643,1159201297037430784,10.0,67,0,297297225,8,1255,642,10.0,17388,26,10,0,1,6.0,1
644,1159208654442258432,0.0,0,0,341651739,8,8700,183,0.0,8275,16,0,0,0,6.0,0
646,1159253868800356352,1.0,4,0,293213544,8,8026,1446,1.0,15618,32,7,0,1,6.0,1
647,1159257707800596480,0.0,0,3,342793244,8,54917,282,0.0,1885,7,1,0,1,6.0,1
648,1159276517828038656,0.0,0,2,385620531,8,1042,73,0.0,342,6,1,0,1,6.0,1
649,1159306775373520896,0.0,0,1,409490473,8,12659,229,0.0,40713,4,2,1,1,1.0,1
650,1159325643173244928,0.0,0,0,277441799,8,11249,545,0.0,26267,32,0,0,1,5.0,0
652,1159363403980390400,0.0,0,0,325283735,8,10990,170,0.0,7298,8,0,0,0,6.0,1
654,1159393613215928320,0.0,0,0,369104698,8,5168,3,0.0,20178,14,2,0,1,5.0,1
655,1159397398197784576,0.0,0,1,288722130,8,8939,55,0.0,10943,5,1,0,1,5.0,1
656,1159404419219361792,4.0,13,0,365172101,8,6351,58,4.0,13229,37,4,0,1,5.0,0
657,1159406256001560576,1.0,0,0,312565007,8,33528,266,1.0,4882,15,1,0,1,5.0,1
658,1159408711112241152,0.0,0,8,436186479,8,603,85,0.0,1310,43,2,0,0,5.0,0
660,1159442679450734592,0.0,0,1,393408454,8,15791,202,0.0,293,5,1,0,1,7.0,1
661,1159442694512533504,0.0,0,0,334869587,8,2914,425,0.0,4961,16,2,0,2,5.0,1
663,1159480449271549952,0.0,0,0,395405975,8,1305,91,0.0,5663,34,4,0,0,5.0,0
664,1159494223936311296,3.0,4,0,309236067,8,153,24,3.0,184,28,10,5,2,4.0,1
666,1159505215852306432,14.0,188,0,439053658,8,94135,316,14.0,78741,17,0,0,1,4.0,0
667,1159506877165776896,0.0,0,0,238524133,8,4713,56,0.0,3089,37,3,0,2,5.0,0
668,1159518197063790592,0.0,0,1,356347195,8,10513,375,0.0,465,14,2,0,0,5.0,0
670,1159616301201076224,0.0,1,0,375045465,8,39352,637,0.0,28286,3,0,0,0,8.0,1
671,1159695589342420992,0.0,0,1,377278671,8,929,324,0.0,10980,23,1,0,3,5.0,1
672,1159695611333087232,0.0,0,0,354831566,8,17277,251,0.0,858,6,0,0,1,7.0,1
674,1159726478868828160,8.0,40,1,382051426,8,8901,557,8.0,9866,34,6,0,0,6.0,0
676,1159786204285612032,0.0,0,0,307534451,8,174938,627,0.0,63167,15,1,0,1,5.0,0
677,1159831508732878848,0.0,0,0,231554857,8,16726,369,0.0,4597,3,1,0,1,6.0,0
679,1159997575979839488,0.0,0,0,248298681,8,459,281,0.0,5231,24,2,0,2,4.0,0
681,1160040884655841280,1.0,19,0,409490473,8,12659,229,1.0,40713,5,1,0,1,5.0,0
682,1160095731430170624,0.0,0,2,326051515,8,10381,270,0.0,2137,22,2,0,1,6.0,0
683,1160095732977807360,0.0,0,0,387349721,8,4778,479,0.0,8373,11,1,0,1,6.0,1
684,1160133502521815040,0.0,0,0,321995655,8,2494,130,0.0,8960,22,1,0,1,5.0,0
686,1160159927794622464,0.0,0,1,387671865,8,1698,50,0.0,264,4,1,0,1,6.0,1
688,1160171229715804160,0.0,0,2,291566488,8,1491,365,0.0,7390,13,1,0,1,5.0,1
689,1160186346574635008,0.0,0,0,255184864,8,4935,135,0.0,5739,10,1,0,1,5.0,1
690,1160235409714139136,0.0,0,1,439083775,8,273,85,0.0,35,7,1,0,1,6.0,1
691,1160239203512455168,0.0,0,0,338039947,8,23672,277,0.0,4289,9,1,0,1,5.0,0
692,1160246743776354304,0.0,0,0,332980839,8,29049,512,0.0,32948,5,1,0,0,6.0,0
693,1160269477428310016,16.0,97,0,423805915,8,27209,955,16.0,37910,39,7,0,0,5.0,0
694,1160378729337671680,0.0,0,0,364386269,8,26834,1278,0.0,34446,6,1,0,1,4.0,0
695,1160412070178897920,4.0,5,0,384856789,8,912,218,4.0,2820,41,6,1,0,5.0,0
696,1160477006213066752,0.0,0,0,234331896,8,61572,752,0.0,32210,6,1,0,1,4.0,1
697,1160488340526981120,0.0,1,5,290157011,8,27833,398,0.0,10401,21,1,0,1,5.0,1
698,1160514744677273600,0.0,0,0,267341824,8,1150,484,0.0,9924,12,3,0,1,4.0,1
700,1160533644299132928,0.0,0,1,334259734,8,8403,498,0.0,4439,44,3,0,0,5.0,0
701,1160567595797553152,0.0,0,0,233668695,8,1576,170,0.0,1105,36,4,0,1,6.0,0
702,1160578935622684672,0.0,0,1,380401397,8,4259,517,0.0,4116,12,1,0,1,4.0,1
704,1160654432469749760,0.0,0,1,350195422,8,2603,496,0.0,5780,24,2,0,2,5.0,1
706,1160805388486356992,0.0,0,1,368547245,8,6568,339,0.0,100302,9,1,0,1,6.0,1
707,1160816728437379072,0.0,0,0,366130924,8,7024,106,0.0,5947,18,4,2,3,5.0,1
708,1160835591174594560,0.0,0,1,269329659,8,3681,477,0.0,914,9,1,0,1,4.0,1
709,1160862025213460480,0.0,0,0,248210333,8,168186,735,0.0,143460,32,4,0,1,5.0,1
710,1160865799118233600,0.0,0,0,358655132,8,976,118,0.0,360,20,1,0,1,5.0,1
711,1160930001107202048,0.0,0,1,303911230,8,2152,240,0.0,7995,10,1,0,1,5.0,1
712,1160945077658820608,0.0,0,0,432572850,8,3755,95,0.0,1526,7,1,0,0,4.0,0
713,1160952644929761280,0.0,0,0,347947695,8,637,128,0.0,635,8,1,0,2,5.0,1
715,1161084624463978496,0.0,0,0,243195728,8,1643,37,0.0,2917,8,1,0,1,4.0,1
716,1161088532250841088,0.0,0,2,280104306,8,19397,1719,0.0,3529,21,2,0,1,6.0,1
718,1161107416370569216,0.0,0,2,398203190,8,14588,515,0.0,6296,36,1,0,1,6.0,1
719,1161143559950602240,2.0,2,1,329287878,8,460,259,2.0,872,34,20,15,5,6.0,1
720,1161160245898612736,0.0,0,1,278732474,8,5424,94,0.0,1848,4,2,0,1,5.0,1
721,1161175349616611328,0.0,0,1,267283364,8,65555,328,0.0,2795,11,1,0,2,6.0,1
722,1161179144530665472,0.0,0,0,333335554,8,4120,220,0.0,4224,42,4,0,1,5.0,1
723,1161186686031802368,0.0,0,2,425241599,8,38,98,0.0,1425,3,1,0,2,5.0,1
724,1161190452332306432,0.0,0,1,293048220,8,9228,321,0.0,8780,2,0,0,1,4.0,1
725,1161224432188366848,0.0,0,3,361603312,8,32383,512,0.0,5687,7,1,0,3,4.0,1
726,1161239540239151104,0.0,0,0,312940849,8,3272,233,0.0,3157,9,1,0,1,4.0,1
727,1161269738628104192,0.0,0,1,361217818,8,5635,499,0.0,3461,7,0,0,1,7.0,1
728,1161288612438269952,0.0,0,1,288803214,8,749,352,0.0,23492,4,3,2,2,7.0,1
729,1161341466184159232,0.0,0,2,423694327,8,2784,278,0.0,17401,34,0,0,4,6.0,1
730,1161364105007116288,0.0,0,0,335968226,8,6400,144,0.0,3799,7,2,0,1,5.0,1
732,1161435827425153024,0.0,0,0,303752717,8,2566,177,0.0,1096,11,1,0,1,7.0,0
734,1161473440970399744,0.0,0,1,245085624,8,3867,398,0.0,6790,4,1,0,1,8.0,1
735,1161488642013061120,0.0,0,1,334077660,8,1236,423,0.0,2031,27,1,0,1,5.0,1
736,1161541521117732864,0.0,0,0,386611151,8,5754,442,0.0,2999,32,8,0,0,6.0,0
737,1161904898243538944,13.0,19,0,238658160,8,164,76,13.0,93699,26,4,0,0,6.0,0
739,1161956747818541056,0.0,0,0,356511292,8,24597,892,0.0,15821,9,9,8,1,5.0,1
740,1161971848063705088,0.0,0,1,274178003,8,8165,697,0.0,14872,17,0,0,1,5.0,1
741,1162008200046141440,13.0,33,0,365172101,8,6351,58,13.0,13229,8,1,0,1,7.0,0
742,1162009599177830400,0.0,0,1,409122446,8,2256,881,0.0,980,3,1,0,1,4.0,1
743,1162022801823416320,4.0,20,1,423805915,8,27209,955,4.0,37910,14,2,0,0,5.0,0
744,1162039819591200768,0.0,0,1,251761723,8,8618,560,0.0,1840,11,1,0,2,6.0,1
745,1162053435358883840,9.0,21,0,375186723,8,2502,54,9.0,6825,30,10,1,0,7.0,0
746,1162096445207515136,0.0,0,0,335379885,8,3799,436,0.0,12658,5,1,0,1,5.0,1
748,1162171933376618496,0.0,0,0,364386269,8,26834,1278,0.0,34446,13,1,0,1,5.0,0
749,1162217199768985600,0.0,0,0,310777698,8,205,1444,0.0,454,5,4,0,1,5.0,1
752,1162341799257681920,0.0,0,1,406898974,8,2020,328,0.0,64,3,0,0,0,3.0,1
753,1162349361092841472,0.0,1,4,299277384,8,4609,321,0.0,6874,42,4,0,1,5.0,1
754,1162372003053101056,0.0,0,0,330489115,8,9480,583,0.0,7440,18,2,0,2,7.0,1
755,1162398417429114880,0.0,0,1,395997441,8,18357,604,0.0,71019,2,0,0,1,7.0,1
757,1162439952707272704,0.0,0,1,270636441,8,2393,100,0.0,35,13,3,0,1,6.0,1
758,1162447500768415744,0.0,0,1,376823890,8,50347,278,0.0,2184,41,9,0,2,5.0,1
760,1162458815100571648,0.0,0,1,289145180,8,19817,566,0.0,8658,3,0,0,1,4.0,1
761,1162560731587457024,0.0,0,1,340928020,8,9,356,0.0,389,31,1,0,0,6.0,1
762,1162643777325977600,0.0,0,0,348840899,8,390,92,0.0,339,18,1,0,1,6.0,1
763,1162643794354987008,0.0,0,0,420147373,8,3522,1434,0.0,12341,11,1,0,1,6.0,1
764,1162655117381947392,0.0,0,1,273597636,8,421,243,0.0,2511,5,1,0,2,4.0,1
765,1162726838977929216,0.0,0,0,240471808,8,1740,164,0.0,1106,6,2,0,1,7.0,1
766,1162726841830051840,0.0,0,1,302634201,8,4009,1900,0.0,3349,23,5,0,1,6.0,1
767,1162734579146526720,5.0,11,0,399574114,8,6763,347,5.0,27018,19,3,1,1,5.0,1
769,1162741976611131392,0.0,0,1,360645629,8,1640,195,0.0,6803,24,0,0,1,4.0,1
770,1162749470242758656,0.0,0,1,313229965,8,4163,303,0.0,5168,8,1,0,1,6.0,1
771,1162786969723654144,17.0,98,0,368948189,8,1,5,17.0,230384,33,13,1,2,5.0,0
772,1162809889892315136,0.0,0,1,325767871,8,16365,603,0.0,6778,9,2,0,1,6.0,0
773,1162919281451044864,0.0,0,0,434130930,8,325,102,0.0,2619,7,1,0,1,5.0,1
774,1162930688154382336,0.0,0,1,350931035,8,2067,163,0.0,692,22,5,2,1,6.0,1
775,1162945652277547008,0.0,0,0,427219908,8,1423,309,0.0,4809,14,2,0,2,6.0,1
776,1162972183091720192,0.0,0,0,390902092,8,5,24,0.0,28,9,1,0,1,4.0,1
777,1162987287879311360,0.0,0,0,275494188,8,9841,170,0.0,16053,8,3,0,1,6.0,0
778,1163051455554752512,0.0,0,1,335206744,8,29277,436,0.0,11098,13,1,0,1,4.0,1
779,1163074128389312512,0.0,0,0,302718579,8,3514,226,0.0,995,8,1,0,0,7.0,0
780,1163119295016161280,1.0,0,0,339232567,8,3842,491,1.0,61,29,5,0,1,5.0,1
781,1163145839122014208,0.0,0,1,327378138,8,6562,165,0.0,3882,36,5,1,2,6.0,1
782,1163247717507895296,0.0,0,2,249553482,8,2859,249,0.0,2973,34,1,0,1,6.0,1
783,1163266551606386688,0.0,0,0,438738884,8,17466,156,0.0,20257,6,0,0,1,3.0,1
784,1163300530011217920,0.0,0,2,326115344,8,56536,100,0.0,28180,7,7,1,1,6.0,1
785,1204808908658872320,0.0,1,0,386801362,8,14702,1103,0.0,16986,31,5,0,1,5.0,1
786,1206654873669951488,0.0,1,1,279713788,8,5208,304,0.0,14111,29,8,3,5,5.0,1
787,1206923712831926272,0.0,0,2,291902145,8,5285,227,0.0,28170,8,0,0,2,6.0,1
788,1207020539358908416,0.0,0,0,350250551,8,56,1020,0.0,493,11,3,0,1,5.0,1
789,1207042022592438272,0.0,0,1,420645962,8,4,160,0.0,86,11,1,1,0,4.0,1
790,1207043439214432256,0.0,0,6,430140668,8,804,51,0.0,2665,40,7,0,0,5.0,1
791,1207104079987560448,0.0,3,0,420677390,8,6587,670,0.0,7519,18,1,0,2,4.0,1
792,1207184422811897856,0.0,0,0,242334981,8,1517,552,0.0,2673,28,5,0,2,5.0,1
793,1207220964318158848,0.0,0,1,425005311,8,3300,936,0.0,1149,12,3,0,1,5.0,1
795,1207234637094932480,0.0,0,0,355314452,8,623,143,0.0,726,13,4,0,1,6.0,1
796,1207245380544536576,0.0,0,0,366528654,8,16833,1352,0.0,9690,15,1,0,1,5.0,1
797,1207247137282691072,0.0,1,3,442037189,8,37257,1022,0.0,29425,24,1,0,2,6.0,1
798,1207248206599471104,0.0,0,1,345936312,8,24521,663,0.0,9455,8,2,0,1,5.0,1
799,1207248354369036288,0.0,0,1,432011044,8,5576,172,0.0,6216,7,1,0,1,5.0,1
800,1207253357091598336,0.0,1,2,310540950,8,3981,231,0.0,2215,21,2,0,2,5.0,1
801,1207254063106134016,0.0,1,2,334060646,8,780,255,0.0,18137,6,1,0,2,4.0,1
802,1207254068705579008,0.0,3,0,315696343,8,1668,296,0.0,801,7,0,0,1,6.0,1
805,1207262166413434880,0.0,0,1,251100737,8,897,371,0.0,353,12,1,0,1,6.0,1
806,1207266499775348736,0.0,1,2,290088361,8,14095,100,0.0,11626,31,1,0,4,5.0,1
807,1207274935544143872,0.0,0,2,397835224,8,43106,497,0.0,4434,4,1,0,1,5.0,1
808,1207275039239880704,0.0,0,1,329924404,8,793,653,0.0,709,35,4,0,2,3.0,1
809,1207275364659150848,0.0,0,3,290088361,8,14095,100,0.0,11626,13,1,0,1,6.0,1
810,1207275395785072640,0.0,0,3,298999814,8,60,366,0.0,646,3,1,0,1,9.0,1
811,1207277915286757376,0.0,1,1,336792690,8,4331,209,0.0,2392,3,1,0,1,7.0,1
812,1207278268988248064,0.0,0,3,290088361,8,14095,100,0.0,11626,34,1,0,5,5.0,1
813,1207279015679139840,0.0,0,1,299009042,8,1916,255,0.0,1437,10,1,0,1,5.0,1
814,1207279232952475648,0.0,0,3,399038573,8,4227,708,0.0,1327,33,2,0,2,6.0,1
815,1207279718187327488,0.0,1,0,345908609,8,19670,67,0.0,31279,22,1,0,2,4.0,1
816,1207281818157928448,0.0,0,1,318942152,8,4255,288,0.0,1504,30,3,0,2,5.0,1
817,1207282074954149888,0.0,0,1,362127753,8,2992,680,0.0,5159,18,2,1,1,6.0,1
818,1207282236095127552,0.0,0,4,269264996,8,47,388,0.0,1868,14,2,0,3,5.0,1
819,1207299791924977664,0.0,0,1,400334294,8,12019,151,0.0,2900,18,0,0,1,5.0,1
821,396957129816678400,2.0,0,1,604350459,7,1966,150,2.0,6122,3,0,0,0,7.0,0
822,476814340679798784,1.0,1,0,1013737808,7,747,125,1.0,3276,9,1,1,1,5.0,1
833,1057300612088545280,1.0,4,0,591346479,7,739,64,1.0,1765,34,5,0,0,7.0,0
834,1085068035801694208,5.0,125,0,584057005,7,23531,413,5.0,14025,20,0,0,0,5.0,0
837,1109212795315408896,4.0,50,0,1012086841,7,1122,211,4.0,868,18,2,0,0,5.0,0
842,1126449284814200832,1.0,19,0,457406134,7,4844,679,1.0,5504,3,0,0,0,4.0,0
846,1129898489687814144,1.0,3,0,770435095,7,9982,1121,1.0,12196,15,1,0,1,5.0,0
850,1135851050836090880,1.0,7,0,773846120,7,1885,356,1.0,5442,28,9,4,0,4.0,0
853,1146701325176098816,1.0,6,0,819757988,7,50860,132,1.0,15694,10,1,0,1,6.0,0
857,1150139063179075584,1.0,6,0,444549753,7,497,241,1.0,10608,3,1,0,0,7.0,0
859,1152346352086650880,6.0,41,0,619839418,7,800,42,6.0,586,16,0,0,0,5.0,0
863,1153207489325871104,8.0,73,4,471351006,7,2185,196,8.0,2724,28,10,0,0,5.0,0
864,1153585893489463296,5.0,25,0,971578256,7,174,171,5.0,2259,12,2,0,0,6.0,0
865,1153994142864859136,1.0,0,0,538918429,7,705,314,1.0,504,2,1,0,0,6.0,0
866,1154696956847054848,6.0,7,1,466543149,7,9669,1138,6.0,5407,2,1,0,0,5.0,0
869,1155287829167136768,7.0,7,0,466543149,7,9669,1138,7.0,5407,5,1,0,1,6.0,0
876,1156519892406951936,2.0,5,1,582787399,7,195,201,2.0,1817,28,0,0,0,7.0,0
879,1156988535184011264,7.0,36,3,841375664,7,302,290,7.0,1207,13,5,0,0,7.0,0
880,1157191204385239040,17.0,22,3,956450804,7,2272,1399,17.0,2983,13,4,0,1,7.0,0
887,1157590633453883392,6.0,7,0,904305008,7,576,32,6.0,38090,7,6,6,0,4.0,0
888,1157653244438597632,7.0,83,0,915105199,7,7130,1478,7.0,39712,3,1,0,0,7.0,0
891,1157697367669379072,10.0,39,0,500008448,7,21,2,10.0,11148,9,8,1,0,7.0,0
893,1157906620627804160,6.0,6,1,466543149,7,9669,1138,6.0,5407,1,1,0,0,11.0,0
903,1158122009450225664,5.0,28,2,480425601,7,213,678,5.0,3041,17,11,0,0,7.0,0
908,1158276993068277760,6.0,29,0,524688228,7,25245,336,6.0,13761,3,1,0,0,9.0,0
909,1158281114722734080,8.0,18,0,500008448,7,21,2,8.0,11148,5,4,1,0,6.0,0
910,1158287412759552000,6.0,204,0,487061242,7,58071,413,6.0,5849,17,2,0,0,6.0,0
911,1158308059996987392,1.0,0,1,885381818,7,3579,59,1.0,15193,6,1,0,0,5.0,0
914,1158351737679425536,3.0,2,0,800455687,7,5218,84,3.0,6961,4,3,0,1,5.0,1
919,1158373877485056000,2.0,16,0,793787216,7,49844,1466,2.0,2220,18,2,0,0,5.0,0
923,1158378326655938560,0.0,0,0,725092159,7,4296,557,0.0,1844,19,2,0,1,6.0,1
924,1158378330074357760,0.0,0,1,536511392,7,3576,406,0.0,2982,8,0,0,0,5.0,0
927,1158385309991784448,3.0,38,0,893714508,7,1524,328,3.0,1551,27,10,3,0,6.0,0
928,1158385709377630208,0.0,1,0,594887079,7,65342,255,0.0,47478,9,0,0,1,5.0,1
929,1158385717866827776,0.0,1,1,817762806,7,7277,170,0.0,15243,2,1,0,0,6.0,0
931,1158389480056872960,0.0,0,0,755248776,7,5249,621,0.0,8384,1,1,0,0,8.0,0
932,1158389483705896960,0.0,0,0,517814497,7,1097,351,0.0,893,1,1,0,0,8.0,0
933,1158389489632456704,0.0,0,0,544324248,7,15809,965,0.0,9907,40,10,0,0,5.0,0
934,1158389496385331200,0.0,0,1,454995512,7,16746,1393,0.0,15667,8,1,0,0,4.0,0
935,1158389505054957568,0.0,0,0,724447362,7,5825,203,0.0,23717,7,2,0,0,5.0,0
936,1158393270344531968,0.0,0,0,452159513,7,6459,712,0.0,24242,11,1,0,0,4.0,0
937,1158393271867064320,0.0,0,1,494393997,7,14661,701,0.0,4399,7,1,0,0,5.0,1
939,1158397050985353216,0.0,0,0,578739442,7,29819,583,0.0,8279,8,5,1,0,3.0,0
941,1158400808737808384,0.0,0,1,575733217,7,1554,447,0.0,5453,4,1,0,0,7.0,0
943,1158400814211354624,0.0,0,1,765596522,7,18771,403,0.0,7057,11,1,0,0,5.0,0
944,1158400825284280320,0.0,0,0,459297855,7,5611,82,0.0,15286,6,1,0,1,5.0,1
945,1158411075378921472,13.0,26,0,592130533,7,6332,1774,13.0,8873,26,5,0,0,7.0,0
946,1158415931384766464,0.0,0,0,835992025,7,719,153,0.0,1952,7,1,0,1,4.0,1
949,1158427230331998208,0.0,0,0,955704571,7,1180,358,0.0,1716,19,5,0,0,6.0,0
950,1158427252289355776,0.0,0,1,455958308,7,3393,158,0.0,17494,5,1,0,0,6.0,0
951,1158427252713037824,0.0,0,1,447499281,7,14996,922,0.0,31401,8,2,0,0,6.0,0
952,1158431016714981376,0.0,0,2,467728875,7,22405,42,0.0,7650,19,1,0,0,4.0,0
953,1158431025850179584,0.0,0,2,515600063,7,11010,1745,0.0,30528,3,3,3,0,6.0,1
955,1158434788786749440,0.0,0,1,557798668,7,1213,179,0.0,1109,12,2,0,1,5.0,1
956,1158434807426224128,0.0,0,0,958022190,7,1385,22,0.0,8488,16,2,0,0,5.0,0
957,1158435016130670592,12.0,48,0,716756136,7,91871,1500,12.0,410667,11,4,0,0,8.0,0
960,1158437531895128064,10.0,39,0,921933444,7,31954,10,10.0,5964,9,5,0,0,7.0,0
964,1158502503249588224,11.0,23,1,587640976,7,2478,164,11.0,2128,34,0,0,2,6.0,1
965,1158544255188635648,0.0,0,0,531528917,7,1267,35,0.0,130,25,9,8,1,3.0,0
966,1158563035969138688,0.0,0,0,995316942,7,2738,238,0.0,7033,7,1,0,1,4.0,0
967,1158615964671459328,0.0,0,0,556348834,7,703,245,0.0,20,5,1,0,1,8.0,1
968,1158642397632454656,0.0,0,1,477810576,7,58165,1013,0.0,4286,24,5,0,1,5.0,1
969,1158661290279297024,0.0,0,1,745114532,7,1763,264,0.0,241,9,2,0,1,4.0,1
970,1158661295970930688,0.0,0,1,894128443,7,895,689,0.0,1646,1,1,0,0,5.0,1
971,1158699039891869696,0.0,0,0,578126911,7,7744,95,0.0,7206,25,4,0,1,5.0,1
972,1158710378953678848,0.0,0,0,818217043,7,20742,122,0.0,3408,27,1,0,1,5.0,0
973,1158710796014313472,7.0,58,2,864992490,7,1988,156,7.0,1060,15,4,0,0,5.0,0
974,1158717186749489152,8.0,36,1,464691471,7,2160,162,8.0,4364,23,2,0,1,6.0,0
976,1158739347027349504,0.0,0,1,527399201,7,53715,1007,0.0,21974,9,2,0,1,4.0,1
977,1158739554334982144,0.0,0,1,951495019,7,1316,105,0.0,1397,5,1,0,1,5.0,1
978,1158766777364602880,1.0,5,0,544223101,7,282,11,1.0,6791,16,7,1,0,6.0,0
979,1158770754214879232,0.0,0,2,606398243,7,54383,534,0.0,66794,41,12,0,1,5.0,1
980,1158774535925260288,0.0,0,3,549125132,7,15463,542,0.0,1707,5,1,0,1,5.0,1
981,1158891529232105472,0.0,0,1,477777306,7,19237,755,0.0,22233,43,4,0,2,5.0,0
982,1158891538216361984,0.0,0,1,939082843,7,1228,172,0.0,925,5,1,0,1,5.0,1
983,1158902790766374912,0.0,0,0,494194071,7,6619,86,0.0,3916,7,1,0,1,5.0,1
984,1158914118658732032,1.0,1,0,757231200,7,9680,208,1.0,5920,16,2,0,1,5.0,1
986,1158955687847837696,0.0,0,1,803067367,7,3954,409,0.0,3146,9,1,0,1,6.0,1
987,1158967037022154752,0.0,0,0,508659970,7,3874,137,0.0,2183,22,1,0,0,5.0,0
988,1158979570214866944,0.0,0,1,514696582,7,35158,1365,0.0,8141,39,2,0,1,5.0,1
